,text,label
277,"I used it a little when my job was close. When I change the job the bike was stored in the garage. Wheels, frame and seat are in great condition. Brand is Avalon with dual(full) suspension.",0
278,909 56th Street #A Rooms: Studio / 1 bath Type: Apartment building City/Neighborhood: North Oakland Showing: By Appointment Only,0
279,"Blue wingback accent chair vintage blue COMFY! SEE PICS. a little fading at top from sun as you can see in pics (we use the white doily to cover it up-we will include in the sale, or your own accent blanket can be used). aside from that it's in great condition. no rips or tears, no stains, VERY comfy. It is in our smoke free/pet free home.",1
280,"The New Californian - 1 Bedroom units available for a short term lease -Full-size washer and dryer in unit -Rooftop with panoramic view of the Bay area -Utilities included in rent are Internet, Cable, Gas and Garbage",1
281,"Leasing Office | Essex Property Trust | EMME Apartment Homes 6350 Christie Ave, Emeryville, CA 94608 Sq Footage: 471sqft. Bathrooms: 1Bath Lease Duration:13 Months Flexible leasing terms Laundry: In Unit Property Type: Apartment Your new home is on our 1st floor facing our beautiful and peaceful courtyard with dark vinyl flooring through out and a gorgeous kitchen with stainless appliances, dark cherry cabinets and cesar stone counter tops. All of Emme's homes come with full size front load washer and dryer plus all the studios come with a huge walk in closet!! Enjoy our incredible rooftop access with views of the city skyline and both golden gate and bay bridges! NOW LEASING!! Schedule Your Appt TODAY! Walk-in closet Dishwasher Microwave",1
282,"2157 Santa Clara Avenue is a quaint apartment complex located in the heart of the Park Avenue shopping district of Alameda. Conveniently located minutes away from I-880, restaurants, movie theater, CVS, and tons of boutique style shops. The building has open floor plans and completely updated apartment interiors. Individual apartment units include modern dual pane windows and newer carpet. Apartment units are very bright and modern, having been extensively remodeled in 2015 and 2017. We are now renting apartment #A, a very large 2 bedroom / 2 bath apartment with the following amenities. * Recessed lighting * Synthetic stone tub/shower surround * New casement windows recently installed",1
283,"Extra items from an Oculus VR developer kit, new and unused. • Power supply: 100-240vac 50-60hz 0.3A",0
284,Small complex of only 15 units Hardwood floor and dining area New carpet Spacious 2 bedroom apt approx 950 sq ft,1
285,"I am selling my 72 chop top pro street pickup it has a chris alston back half with a fab 9 rear end chromemolly axles posi 390 gears new 15x15 weld wheels with 31x18.5 x15 rear chrome four links..also it is a a/c truck with factory tilt wheel and tack. very nice stereo...it is red it has been in the family for 20 years... always in garage..it has a mild 350 motor and automatic tranny..it needs a little tlc from age but it is only 22500 .truck has a lot of custom features front bumper is molded in custom door handles..luvers hood and tail gate .rollpan. and more!!!trucks like this with no chop top are selling in the 20 to 30 ks???? so I feel this is a good deal....thanks have a great day!. the starter took a couple tries to catch???might need a starter..might not,.,but it is still a great deal for any body who knows the value of a truck like this...make offer do not need it .......",1
286,1999 528i touring Dinan Cold Air Intake and Front Strut Bar Style 32 wheels with good tread tires Anthracite Gray exterior Two toned black and gray interior due to seats of original gray interior being ripped. still have all gray parts which were replaced and will be included in sale. Facelifted bumpers and headlights,1
287,I am selling this black coffee table because I do not have room for it in my small studio anymore. The glass is not cracked or damaged. Two small chairs are very sturdy and they slide in and out from under the table.,1
288,"I have Boys bike for sale size 16"", Hot Wheels in red color. If interested email or text Leo",1
289,"Used dining table as pictured, plus a leaf to expand the size. Although the surface looks stained, a tablecloth solves that issue, and this table is sturdy. As pictured, the table is 48"" round and you can put four chairs around it. If you add the leaf, the table becomes 6' x 4' oval you can easily put six seats around, we've managed eight seats around it at times.",1
290,"Vintage Univega Viva Sport Mixte 10-Speed Road Bike in very good condition Features lightweight dual downtube step-through frame, 27"" quick release aluminum wheels, and upright handlebars Upright riding position allows rider greater road visibility and is gentler on the back",0
291,2007 Mazda cx-9 2wheel drive. Truck has 138k miles. Did all brakes and rotors all around also just did tune up and transmission flush a week ago. Clean title. Also come with 22 inch rims and stock tires.,0
292,"12000mAh Portable External Battery Charger Power Bank for Cell Phone Capacity :12000mAh Powerful energy backup, add hours of power to your digital devices. Portable, convenience and freedom, power up your digital devices at any time, anywhere. The use of advanced intelligent protection chip, the overcharge protection, discharge, discharge protection, overload protection chip, short circuit protection, leakage protection, and five heavy security protection. The lithium-ion polymer, long service life, more safety. 12000mAh capability, powerful with long operation time.",1
293,"40 Watts x 4 Max Power, Balance/Fader/Bass/Treble and Preset built-in EQ No CD or DVD Player, Plays USB/SD, MP3, WMA, FM and Smart Phones",1
294,**IF YOU'RE READING THIS IT'S STILL AVAILABLE.**,0
295,"Welcome Home!This Beautifully renovated 2 bed/1 bath home in Vallejo, CA. This charming home is complete with a 1 car garage and a fenced-in backyard. Located in a great spot right near Interstate 80. Nearby shopping and businesses can be found right across the street and to the north at Solano 80 Shopping Center. ..Ready For Move In ASAP!!!",0
296,I have all matching set of two side bed cabinets with large double mirror dresser drawer and standing large dresser all matching look at photos All drawers are complete and in good condition. In Castro Valley. Asking 400 and it's well worth it.,0
297,Apple iPhone 6 Plus - 16GB - Silver NGAM2LL/A NETWORK UNLOCKED! CLEAN IMEI & RUNNING IOS 10.3.2!,0
298,Hi. I have a Fitbit Charge HR that I have for sale. It's is in like new condition. I have barely used it and would be better off with someone else that would use it more often.,0
299,Energy sub woofer for sale. Item is in great condition. Original owner. If you are looking for a great sub woofer in great condition give me a call.,1
300,Have a Coveroo Stanford University - Cardinal Watermark design on iPhone 5c. CandyShell Case by Speck.,0
301,Highly durable shell shields the iPhone 5 from damage 5-layer protection with built-in screen protector Shock-absorbent polymer in 2 layers,0
302,"Only one owner and just put new run flat tires on in April. Only selling my car because I moved to the mountains and need all wheel drive. The car has been awesome and completely trouble-free. We've had a lot of fun in this beautiful BMW, but it's time for an SUV. The car has been serviced as recommended. Please feel free to email me with any additional questions. Cash or possible trade for the right fit. Interior Color: GREY Engine: 6-Cyl, 3.0 L",0
303,Luxury 0.7mm Ultra-thin Aluminum Metal Alloy Bumper Frame Case buttons for iPhone SE 5S 5 - Specific design for Apple iPhone 5 / 5S / SE - CNC Machined from a solid block of aircraft grade aluminum - Humanized design:built-in volume button and power button - 0.7mm Super Thin and strong protection,0
304,"Outdoor Furniture for Sale - Pair of Patio Chairs with Cushions in good condition. The chairs are green plastic and have some discoloration from being in the sun, but they do the job and are quite comfortable. Cash only, you pickup please.",0
305,I have 2 - iPhone 6s boxes; for the Rose Gold & Black iPhones. These boxes are empty. Since I no longer need the boxes I'm selling them to anyone who wants them.,0
306,"This is the hotel B&B of your dreams! High-quality furniture! Washer and dryer ready for your free use inside the apartment! Large windows for light. End unit, ground floor! In beautiful Berkeley near everything! parking, cable TV & internet service are included! 2 car parking in assigned parking lot near your door! 3 months minimum stay Pics: https://www.flickr.com/photos/garyluria/ then I clicked ""Albums"" and on the left-hand side I clicked on '2226-B 9 photos'. please let me know, thanks Gary",1
307,I have had this bike for about 8 year. It rides great and many components have been upgraded. Call/text with any questions.,1
308,"Welcome to The Courtyards at 65th St! We're thrilled you're considering living at the Courtyards at 65th St. We have everything you're looking for in your new apartment. Here at the Courtyards, you can enjoy a maintenance-free lifestyle, revel in the beauty of the East Bay's premier apartment community. Your new apartment features: 1.) Granite counter tops in 4th floor apartments (Formica on 1st to 3rd floor) 2.) Gourmet kitchens with maple-style cabinets and Whirlpool black appliances 3.) Built-In Microwave Oven 4.) Washer and Dryer in each home 5.) Phone and data lines with high speed internet access 7.) Hardwood-style flooring in kitchen",1
309,Fully registered and Road ready. Got California title and registration. California rust free!,0
310,"Great shape no accident, Great handling. It come with a dealership maintenance package (100,000 miles up to 9/23/18.) This include Engine Oil, and brake Fluid replacement, Check, Front & Rear Brakes, Cabin Micro-filter and Spark Plug replacement when Needed. Front & Rear disc brakes with ABS. Electronic Stability Control. Rollover Protection System. Traction Control. Traction & Stability control. Sport package. Power Mirrors. Heated Mirrors. Bluetooth. Key less entry.",1
311,"Mileage: 28,843 only Engine: 4-cly 1.8 L Transmission: Automatic",1
312,"""The mattress of my dreams"" ;-) The Original Mattress Company",0
313,"Mileage: 48,135 only Engine: 6-cly, 3.5L",1
314,"869 Brockhurst Street **Open House today, May 14, 2017 @ 2-3 p.m.** Rooms: 5 bed / 1 bath Type: Single Family House City/Neighborhood: West Oakland",0
315,Black Double doors with mesh Condition: Structurally sound,0
316,for sale is a new diamondback El Oso de Acero. rode it only a few times around the block. online impulse purchase and when it arrived i realized it's not for me. my loss your gain.,1
317,I have 4 cabinets file metal 4-Drawer for sell. They are good condition. they are black .I sell them for 70$/each.,1
318,"I have a 2016 Brand New Neon Spring CAAD12 Hydraulic Disc Brake with full Dura Ace setup that I am selling. Took it out for one ride (So 30 miles on the bike total). I was looking for a carbon bike for a long time, and found the bike I wanted right after I purchased this, so I only rode it once. Frame: CAAD12 Disc, SmartFormed 6069 Alloy, SPEED SAVE, BB30a, Di2 Ready, flat-mount disc Fork: CAAD12 Disc, SPEED SAVE, BallisTec Carbon, 1-1/8"" to 1-1/4"", integrated crown race, post-mount disc Crank: Cannondale HollowGram Si, hollow forged, w/ OPI SpideRing, BB30a, 52/36 Chain: Shimano HG700-11, 11-speed Rear Derailleur: Shimano Dura-Ace 9000 Rims: Mavic Ksyrium Disc WTS Hubs: Mavic Ksyrium Disc",1
319,"My mom bought this bike in 2007 and logged a low number of miles the next few years, but its been sitting in the garage mostly since 2010. Only thing not included is the pedals. Also comes with a women's seat and front/rear shock manuals.",0
320,"Hi, I'm selling a Sony Portable Bluetooth Speaker (Black). Powerful, portable sound with 30 Watts of digital amplification, Full-range, stereo speakers deliver rich, full sound, Subwoofer with passive radiator delivers added bass emphasis, Stream music wirelessly w/Bluetooth& NFC connections",1
321,bought a couple of weeks ago from metro and used only as tablet,0
322,"Beautiful baby changing table and pad featuring 2 shelves and a fully functioning drawer. The table structure is sturdy, made of solid wood with quality particle board at the bottoms of the shelves and drawer. Overall in good condition, gently used. Non-smoking home.",0
323,"Apple iPhone 6 A1549 MGSC2LL/A Cellphone, 64GB, Silver iCloud UNLOCKED Must include the word ""El Cerrito"" in your reply to me so I know you are not a spammer or solicitor. Apple iPhone 6 - Silver-- 64 GB - Unlocked - READ! In Perfect condition. Unused charger, Unused lightning cable, Unused Headphones all included. T-Mobile carrier unlocked.",0
324,"The sofa was acquired by one of my family members and passed onto me. I have to let go of this lovely sofa because I am moving to a new house with the interior of brighter/lighter color. We can arrange a local pick-up in Walnut Creek, CA. Text me at",0
325,"Motorola model BK10, extended capacity batteries for Sprint/Nextel phones. Each battery comes with an extended battery cover.",0
326,"Here's the link to my other ads: https://sfbay.craigslist.org/search/sss?userid=55884146 Read about it here: http://www.ikea.com/us/en/catalog/products/70263842/ Width: 31 1/2 "" Depth: 11 "" Width: 80 cm Depth: 28 cm",1
327,"I have a new West Elm Mid century Robbins storage coffee table. It is new and never used. I bought it and changed my mind. Specs: Our Robbins Mid-Century Storage Coffee Table works triple duty, thanks to its roomy tabletop, drawers and open bottom shelf. We topped off its Scandinavian-inspired silhouette with a sleek marble surface.",1
328,"5 shelves - 49""h x 18.5""w x 9.75""d Shelves are fixed but you can lift any individual shelf up and prop against back to create more space. Good for dvds, cds, books or anything you'd like.",0
329,Beautiful Silver Samsung Galaxy Edge 7 on Sprint. 32 Gig memory.,0
330,Welcome to Cross Pointe Apartment Homes! . 1 Bed 1 Bath .,1
331,"Factory Unlocked . Metro, T-Mobile, At&t, Cricket",1
332,iPhone / iPod® Dock / Playback / Charge,0
333,"MacyBed 8.5"" Plush Pillowtop Queen Mattress in excellent condition. Bought in December of 2013, 3.5 years old. Only had one owner in one household (one person sleeping on it, minimal ware). No stains or discoloring. Been covered with mattress cover since purchase.",1
334,"All wood table from the 30's. Finish is a very hard and durable alkyd enamel. semi-gloss finish. Colors are Ivory and a dark chocolate. (color doesn't show well in photos) Very sturdy. 28"" x 48"" x 30"" high. Single drawer in front.",0
335,"Nice & quiet neighborhood, away from the city noise, yet Very central & near everything . . . Close to buses, grocery, cafe and restaurants . . . Ideal for downtown Berkeley, UC Berkeley, Extension and San Francisco . . . Only 2 minutes walk to University ave., shops, cafes",0
336,"Great combination of location, features, and price! Located in San Pablo, your home is in a convenient area for commute, shopping, and dining.",1
337,I have a brand new unopened box Samsung Galaxy s8.,0
338,Up For Sale is in Excellent Condition *** *** *Clean Title (Carfax Report Available) *Excellent Running Condition *No Any Mechanical Issue *,1
339,"Nice and sweet bike, with a lot of sugar.",1
340,https://www.hayneedle.com/product/baxton-studio-currin-3-drawer-mirrored-nightstand.cfm,0
341,iPhone 6 with 64GB Factory Unlocked and all GSM International Very good condition Included wall charger,1
342,"Up for sale is a hero 3 black edition with waterproof case, 8g memory stick, and charger cable. GoPro works perfect in all settings.",1
343,Have normal wear. 20 inch wheels are 60/pair each One set has Redline cassette hubs,1
344,THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE,1
345,I'm selling my Nest Protects as I do not need them.,0
346,"BMW Z3 need a good home, runs good with no issues. Great on gas and very sporty looking. Low miles for the year. Come get it before it's gone. Smog certificate in hand.",0
347,"Wheels and Tires Tires: 26 x 1.95inch Kenda Krossplus Spoke Brand: Stainless steel, 14ga. (2.0mm) straight gauge Shift Levers: Shimano Altus EF-29",0
348,"Our charming fully furnished and equipped home is available for the 2017-2018 academic year. Available September 1, 2017-August 1, 2018. Some flexibility on dates. Fully remodeled and equipped kitchen. Hardwood floors throughout. Gas fireplace insert in living room. Remodeled bathroom with walk in shower and separated tub. Outdoor deck and garden. Light and bright home. Rent includes all utilities, Wi-Fi and cable. Sorry no pets.",0
349,"Up for sale is a cool Rocker Chair for gamers It has hook ups for lots of things, and it has speakers built in! Model #: 51231",0
350,2010 Look 586 Origin Team Edition frame size is large 56cm. Bike is in perfect condition with less than a thousand miles (was a backup bike). This competition level bike has all the best components:,0
351,"#747 Ideal for wilderness areas where facilities do not exist. Easily portable and convenient, featuring a full length nylon zippered entrance and a clear P.V.C. roof. Made from waterproof heavy duty rip-stop Product Features Privacy shelter ideal for camping, beach trips, and other public activities Heavy-duty ripstop polyethylene walls and clear PVC roof",1
352,"PLEASE DONT BE ONE OF THOSE IDIOTS AND SEND ME A LOW BALL OFFER. The bike is worth every penny and much more. Selling my back up bike, it's been sitting in my office for about 2 years. Full Sram Force",0
353,"1Br/1ba in Central Vallejo, recently remodeled, newer kitchen ,bathroom, storage, gated private entrance on the back as well as front , shared use of the back yard. Close to everything: downtown, freeway , shopping. Next to a bus stop. Upcoming neighborhood. Ground floor unit. Deposit depends on credit history. No Section8, sorry. Please bring pay stubs for faster approval of your free application. Individual showing could be arranged with pre screening interview.Please text details of your situation. Open house today 2pm till 7pm",1
354,Couch and love seat from a non-smoking pets free house. Upholstery is clean and doesn't have any stain.,0
355,FOR SELL IS A DINING ROOM TABLE AND 4 CHAIRS,0
356,"Really, really, really comfortable set of furniture! Wifey wants to upgrade to a new stiff couch! In great shape, with some light staining from the various things that happen in life. Did I mention its really comfy?",0
357,Cats have gotten to the seating a little and scratched up one of them quite a bit. --------------------------,0
358,"I'm selling my iPad Air 2 case! It is leather designed too look lik wood. It has a chargeable keyboard and a kickstand. The company sticker fell off, that's the thing pictured on the back of the case.",0
359,"Cool Vintage Brass Hat Rack. Multifunctional. Can be used for hats, coats, blankets, towels and other display items. Interesting, Modern Design that it is rarely found in a hat rack. Very sturdy and well built.",0
360,Selling Frame & Mattress. Good condition. Comes apart nicely. Length: 82 5/8in Width: 68 1/8in,0
361,Entela XX 15blb UV Bench lights..Shortwave UV: Sterilization and sanitation,1
362,"Stop Looking Start Living Call Now: 1701 Marshall Rd, Vacaville, CA, 95687 Want more information on this unit? See link (below): http://live.fpimgt.com/325r68 1701 Marshall Rd Special: amazing deals here at HIDDEN CREEK Hidden Creek in Vacaville provides you with a truly exceptional lifestyle. Beyond the gated entryway, you will find the tranquil atmosphere of our community. Nestled amidst our serene pond and alluring trees, this prestigious community offers 1 and 2 bedroom apartment homes with exceptional amenities for you to enjoy. Hidden Creek is just minutes away from freeway, shopping, excellent dining and Travis Air Force Base. - Dishwasher - Granite counter tops - Wheelchair Access - Cable Ready - Carpeting - Walk in Closets - High Ceilings",1
363,"Up for sale is a 2011 G37 with 115k all commuting miles and trips to L.A. The car is in excellent condition no issues at all.(EVERYTHING WORKS) The only reason im selling the car is because im looking for an SUV. Im open to trades for only SUV'S must be the same year or newer acura, Honda,Toyota, Lexus,Infiniti. All services are up to date it is a very reliable car. The car comes with bluetooth,bose stereo system,USB,heated seats,hks exhaust,stage 3 cold air intake ,and much more.",0
364,07 Jeep Liberty Ac blows freezing cold power,1
365,"2 Magna bikes. These are sold as is. The tires all look to be in good condition. They all pedal well. 2 have seats that are coming apart. You will need new tubes. All are nice looking bikes. 1 is a boys, one is a girls.",0
366,"* clean title * good condition * excellent leather interior, very good exterior",1
367,"Bookcases: 73.5"" H x 17.5"" D x 36"" W The unit is very sturdy and well made (meaning heavy). Will need 2 to lift / carry it, but it will fit inside a standard truck bed, no problem. Still in Great condition, would be considered Excellent with the exception of the below:",1
368,"2015 intense spider 27.5, size Large, foundation built, saint pedal, black deore brake, SLX chainring 1x10 speed with raceface 30T, intense wheelset, ardent tires, 140mm rear and front suspension, 40mm stem, intense handlebar and bar, SLx shifter and derailleur, WTB seat, The bike maybe had 150miles on local trail. No scratch or dent. Also, you will get the original stem. Mint condition No lowballer and tire kicker",1
369,"This Ford Fiesta ST 2016 is in excellent condition. The car is fully loaded, nearly every option was added. This car has been very loved and perfectly taken care of. Black rims Bluetooth",1
370,In good kitchen table and eight steady chairs condition with Built in lazy Susan The original beige suede seat cushions have some stains and signs of wear (see photos),0
371,"This is a beautiful Torelli frame, with a hodgepodge of high end components on it. It has been carefully built, from the frame up, and performs excellently. 54cm seat tube, 50cm top tube. Steel Frame. Good fit for someone 5'5 - 5'10"". 22lbs (light weight). We custom build bikes in many shapes and sizes, and this one is a special build. Features: 9-speed Forte shifters Duran Ace bottom bracket (Italian) Cardiff leather saddle (brand new)",0
372,2008 honda civic hybrid Very nice and clean Gps include New tires michelline,1
373,"Still sturdy and good, average condition. Some small tear on some by being placed against wall, but doesnt show much",0
374,"I am selling a Classic Motobecane Jubilee Sport 12 speed road bike in great condition ! This fine bike has a steel frame, aluminum alloy wheels with brand new tires - upgraded Shimano / Suntour components, - super clean paint ! Bike was just tuned and had new tires installed, got all the shifters - brakes and gears working like they should.. Bike is in very good shape and its ready for a new rider. Call me to see it.",0
375,For Sale: TWO Vermont Furniture Designs cherry wood dressers. Beautiful craftsmanship and solidly built. This is not your IKEA particle board throw-away junk! These will last for years and become heirlooms for you to pass down.,0
376,"Frame is a 2011 Niner Air 9 Scandium Components: Full 2012 Full XT, including the disc brakes (!!) Seatpost: Fizik (I forget the model but its the fancy one with the micro adjuster) Bars: Easton Carbon Stem: Easton EA70",1
377,"Take a look at this beautiful home featuring 3 bedrooms, 1 bathroom, and approximately 940 square feet. Enjoy the freedom of a virtually maintenance free lifestyle while residing in a great community. This home is professionally managed and maintained by Tricon American Homes. You deserve single family rental living at its best! One-year lease minimum Utilities: Resident pays for all utilities including trash, sewer, and water Animals approved with pet fee and monthly animal rent Breed Restrictions: Pit Bulls, American Staffordshire Terriers, Rottweilers, Doberman Pinchers, Wolf-Hybrids and Perro de Presa Canarios or any dog that has the above breeds in their lineage are not allowed at any home managed by Tricon American Homes. Applicable only where state law allows. Maximum three animals allowed Equal Housing Opportunity",0
378,Quality Ear buds / ear phones .. BRAND NEW ..,0
379,"Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture)",0
380,"Email me if interested, call or text me at",0
381,114k miles fresh tune up/oil change recently changed head gasket and erg valve. Leather interior heated seats and new stereo deck. (Willing to trade any manual muscle car),1
382,"Locate at the top of the Berkeley Hills is an architect designed contemporary hill side house. 2bed/2baths with panoramic view of the S.F. city, bay bridge, and Golden Gate bridge. Modern, bright and sunny with sparkle white walls, cabinet, and tile floor in bath rooms, counters and cabinets in kitchen. New oat meal color carpet in all bed rooms, living room and dining area. Private deck from each bed room. One bed room has a deck with a view of S.F. City. The other bed room has a deck with a woodsy view. Enclosed 30 ft. x 4ft passive solar/sun room/deck facing S.F. with a fantastic sunset of Mt. Tam. 1,388 s.f. plus washer and dryer downstairs. If you live here, you will feel like you are living in a castle in the sky. This house is located near Tilden park, the golf course and high above Grizzly Peak Blvd. No pets please.",1
383,"Excellent condition, Two Bar stools of very high quality and finish :- The padded seat means you sit comfortably. Footrest for extra sitting comfort. Width: 18 1/2 "" Depth: 23 1/4 "" Seat width: 18 7/8 "" Seat depth: 17 3/8 """,1
384,Moving out of state and selling an excellent condition twin-sized futon.,0
385,"Beautiful dining room table with 6 matching chairs handmade in Indonesia. ~60 inch diameter with removable Lazy Susan. Very beautiful detail - see pics and make offer. Must take away in your own vehicle, won't fit in mine.",0
386,"Details - Beautiful bike not sold in the US - Made in Dijon France in 1958 - Company purchased by Peugeot same year. The paint on this is beautiful and in very good condition. Has ""boxing"" highlights on the bike. Ideale saddle in excellent condition. Mafac ""racer"" brake set. The Nervex lugs are very nicely painted too. AVA stem. 27"" Araya rims. Shimano bar-end shifters. Has Shimano derailleurs front and back, nothing special - needs some period correct Simplex or Huret to make it look better. Durax cottered cranks (solid), Lyotard pedals. Torpado bike pump. New Fizik bar tape. New Kool Stop brake pads.",1
387,"Very nice looking bed. It is simple, low profile and well built. Natural finish. I just got queen size mattress and this frame no longer fit.",0
388,MC-2205 solid state amplifier. This unit works perfectly and sounds fantastic. Some peeling of silkscreen on faceplate around headphone jack. 200 real watts per channel. Wood cabinet sold. Bring your cd or vinyl for a great demo.,0
389,"Spacious 4 Bedroom , 2 ½ Bath Single Family House in a Highly Desirable Hidden Lake community, Tracy, available for Rent. Newly Painted - Interior and Exterior 1 Spacious Master Bedroom with Walking Closet 3 Spacious Bedrooms 1 Spacious Bonus/office room Spacious Family Room Spacious Living room with Fireplace Spacious Kitchen with center island 2-1/2 Bath",1
390,"SE Racing Todd Lyons 16"" Freestyle bike with gyro. Old School SE forks - 1 piece cranks, aftermarket pedals, and seat. New tires. Great for toddler - no training wheels included. No calls after 8:00 pm and no texts please.",0
391,"Brand new 4 bedroom apartments coming available this summer! These apartments are perfect for large groups of 8 -12+! This apartment building provides you with an excellent location! It is only two blocks from the UC Berkeley campus and just a few blocks from the Downtown Berkeley BART station and Telegraph Avenue! These units provide a brand new modern kitchen, abundant natural lighting for comfortable living, and they are well-maintained and organized units with a homey and relaxing appeal. The lease for this property would begin in August of 2017 and continue until May 31, 2018. The lease is renewable each year. Amenities & Features include: -Cable/DSL Ready - 2 Full bathrooms",1
392,"Cornerstone at Gale Ranch, community is located in the heart of San Ramon. We have 3 bedroom available! Our three bedroom floor plan offers you all the space you need and all the style you demand. Enjoy a spacious balcony or patio with storage closet, kitchen with granite counter tops, built-in microwave, and washer/dryer in each unit. Water, sewer, and trash included in rental rate. Cornerstone at Gale Ranch is located in the Highly Esteemed San Ramon Valley School District, and is adjacent to Quail Run Elementary School, Gale Ranch Middle School and Dougherty Valley High School. Check with the San Ramon Valley Unified School District for details. ** INCOME RESTRICTIONS DUE APPLY** *Built In Microwaves *Cable Ready *Energy Efficient Dishwashers *Energy Star Central Air Conditioning *Full Sized Stackable Dryers *Full Sized Stackable Washers *Large Walk In Closets",1
393,"Kalp - Son Rattan Co 11 piece Dining Set for sale. Quality real furniture! Just in time for the Holidays, feast and Christmas gatherings. Expands to hold 8 people, collapses to 4 people, apartment sized or formal dining room sized. Mid Century Hollywood Regency style, Kalp - Son Rattan Co. aqua/teal vinyl covered real Bamboo Chairs and Bamboo dining table for sale. The dining Table is 48"" round and expands up to 82"" oblong when the two 17"" leaves are added. (28"" high) Chairs seat height is 17"" height of chair back is 28"" high, seat is 16"" wide. Some of the chairs can use some stitching, but are in overall beautiful condition. Please see the pictures. You can use them now as they are or re-cover them. These pieces stand the test of time and will last for a very long time to come. I am asking 1200.00 for the entire set. If interested, please call, do not text. Local pick up, cash only. If the ad is up, it's available",1
394,............................................................................................................................. Purefix Pure Fix Flip Flop Fixie / Single Speed Bike Bicycle. Mike Model in black & white w gold accents. Matte Black frame with Pure-White deep dish wheels and Gold hubs. Its customized into more badassness not default. Plus no tax or shipping fees. Yall know this.. so no lowballers.. no one likes low balls.,1
395,This is a very beautiful Table. I am selling this piece first. May also be selling other items next week. Please see info below.,1
396,Selling my 2004 Toyota Tacoma TRD limited addition.,1
397,"I am selling my 2011 Ford Ranger 4 wheel drive, with 157k miles, it is a previous company truck, well maintained, runs good, transmission shifts good, ac, heater and everything works perfect, good tires tires. Truck comes with clean title and runs like new.",0
398,"Move out sale, excellent condition IKEA MALM 2-drawer chest, can be used as nightstand Width: 15 7/8 "" Depth: 19 "" Width: 40 cm",1
399,"Baby Relax Tinsley Nursery Rocker Chair, Gray - Upholstered nursery glider chair, plush and super comfortable with lots of room for you and sleepy baby - Snuggle for hours! baby soft, easy-to-clean microfiber glider chair - Nursery room friendly, unisex, non-gender specific colors available",0
400,"This LED monitor has served me very well and still looks amazing. Screen No scratches and no dead pixels and work great., Perfect/like new condition ..very barely used info page: http://www.samsung.com/levant/consumer/it/monitor/led-monitor/LS27D590PS/ZN/",0
401,"Original Manufacturer LG travel chargers, in great condition, Listed by model number (you will need to determine which phone fits)",0
402,"2 with single shelf. 3 with media drawer. Item 2: (1 piece) 23 ⅝""w x 15""h x 15 ¾""d. Black-brown. No shelf. Item 3: (1 piece) 23 ⅝""w x 25 ¼""h x 15 ¾""d. Black-brown. One shelf (in the picture, item 2 & 3 are stack on top of each other)",0
403,2016 Mazda CX-3 --Touring SPORT UTILITY Mileage: 1523 only Trans: Automatic,1
404,"Welcome to Lewis Apartment Communities. The Sycamores features studio, 1 and 2 bedroom apartment homes. Kitchens include refrigerator, dishwasher, gas range and microwave. Other amenities include: in home washer and dryer, private patio or balcony, non-smoking buildings, 24 hour emergency maintenance and a 30-Day Move-in Guarantee. The Sycamores offers a gated community, two pools, two spas, a 24 hour fitness center, play area, green belt and more. These apartment homes offer a variety of floor plans and amenities that meet a wide range of tastes and needs. Join the fun in a spacious, comfortable apartment community located between San Francisco and Sacramento, with easy commutes to both cities. Shopping, numerous parks, the Nut Tree airport and Napa Valley wineries are all nearby. It just doesn't get any better than this.",1
405,"I bought this at the Alameda Flea Market a few years back. It's a great ""weathered"" blue but has a coat of poly to protect it. I believe it is an old sewing table made into a table. It has a handle on the bottom to lower and raise the wheels so you can roll it or let it sit.",0
406,"This is a golden tan microfiber sectional from the top of the line Doss custom concepts collection at Macy's. The sectional is about 5 years old but is in good condition. The sectional is made in the USA with a steel frame with both springs and webbing. The cushions are a luxurious mix of down, feathers, and fiber. The cushion and throw pillow covers are removable and were washed within the last month.",1
407,"I have a new West Elm Emmerson 3 Drawer Dresser. It is new and never used. Please refer to pictures. Specs from website: Rustic meets relaxed. Made from unfinished reclaimed pine certified to Forest Stewardship Council® (FSC) standards, the Emmerson® 3-Drawer Dresser shows the knots and natural imperfections that make each piece subtly one of a kind. Made from sustainably sourced wood certified to FSC® standards. Learn more.",1
408,"Stop Looking Start Living Call Now: 1701 Marshall Rd, Vacaville, CA, 95687 Interested in more information? See link below: http://live.fpimgt.com/85n4ry 1701 Marshall Rd Baths: 2 Special: stop on by and place your hold today! Hidden Creek in Vacaville provides you with a truly exceptional lifestyle. Beyond the gated entryway, you will find the tranquil atmosphere of our community. Nestled amidst our serene pond and alluring trees, this prestigious community offers 1 and 2 bedroom apartment homes with exceptional amenities for you to enjoy. Hidden Creek is just minutes away from freeway, shopping, excellent dining and Travis Air Force Base. - Granite counter tops - Large Closets - Wood Burning Fireplace - Wheelchair Access - Carpeting - Dishwasher - Cable Ready",1
409,"Solid wood executive desk for sale. Need 3 guys to move from upstairs to the door, and a truck for transport.",0
410,Profile Airstryke Aero bars. They are not new but they have never been used. Ended up not fitting my road bike so don't have a use for them. They do not fit 31.8 bars.,0
411,Product Information,1
